ProjectID,Date,EmployeeID,StoryID,Hours
16478920,1/7/2022,982147,74,2.9
16478920,1/7/2022,854187,966,5.2
16478920,1/7/2022,683192,199,3.9
16478920,1/7/2022,885962,147,3.7
16478920,1/10/2022,125689,510,7.1
16478920,1/10/2022,127843,179,5
16478920,1/10/2022,123491,958,3.4
16478920,1/10/2022,125729,80,4.8
16478920,1/10/2022,127841,299,2.1
16478920,1/10/2022,126234,240,2.6
16478920,1/10/2022,164945,885,2.2
16478920,1/10/2022,134875,696,3.6
16478920,1/10/2022,147853,241,4.9
16478920,1/10/2022,141023,764,6.4
16478920,1/10/2022,245984,902,4.7
16478920,1/10/2022,345789,142,4.7
16478920,1/10/2022,476254,229,2.6
16478920,1/10/2022,741354,339,7.9
16478920,1/10/2022,632148,636,5.6
16478920,1/10/2022,258741,892,3.7
16478920,1/10/2022,963258,98,5.9
16478920,1/10/2022,789654,611,4.9
16478920,1/10/2022,654123,166,3.1
16478920,1/10/2022,123654,311,4.8
16478920,1/10/2022,456987,46,2.9
16478920,1/10/2022,547812,205,4.7
16478920,1/10/2022,982147,640,3.8
16478920,1/10/2022,854187,281,3.9
16478920,1/10/2022,683192,690,5.5
16478920,1/10/2022,885962,646,7.1
16478920,1/11/2022,125689,753,7.8
16478920,1/11/2022,127843,489,2.9
16478920,1/11/2022,123491,817,3.3
16478920,1/11/2022,125729,149,5.8
16478920,1/11/2022,127841,493,2.6
16478920,1/11/2022,126234,371,4.5
16478920,1/11/2022,164945,755,4
16478920,1/11/2022,134875,671,5.5
16478920,1/11/2022,147853,754,6
16478920,1/11/2022,141023,859,3.2
16478920,1/11/2022,245984,420,3.2
16478920,1/11/2022,345789,796,3.5
16478920,1/11/2022,476254,417,4.4
16478920,1/11/2022,741354,220,7.6
16478920,1/11/2022,632148,273,7.6
16478920,1/11/2022,258741,629,2.4
16478920,1/11/2022,963258,395,2.5
16478920,1/11/2022,789654,811,7.5
16478920,1/11/2022,654123,227,2.1
16478920,1/11/2022,123654,378,7.3
16478920,1/11/2022,456987,95,6.2
16478920,1/11/2022,547812,726,6.4
16478920,1/11/2022,982147,304,5.8
16478920,1/11/2022,854187,40,3.2
16478920,1/11/2022,683192,750,7.8
16478920,1/11/2022,885962,451,3.9
16478920,1/12/2022,125689,860,7.1
16478920,1/12/2022,127843,978,3.5
16478920,1/12/2022,123491,594,4.1
16478920,1/12/2022,125729,931,6.9
16478920,1/12/2022,127841,23,3.8
16478920,1/12/2022,126234,218,7
16478920,1/12/2022,164945,198,6.3
16478920,1/12/2022,134875,304,2.6
16478920,1/12/2022,147853,836,2.1
16478920,1/12/2022,141023,29,4.3
16478920,1/12/2022,245984,542,6.9
16478920,1/12/2022,345789,251,3.4
16478920,1/12/2022,476254,273,2.1
16478920,1/12/2022,741354,800,7.2
16478920,1/12/2022,632148,30,2
16478920,1/12/2022,258741,438,3.3
16478920,1/12/2022,963258,446,7
16478920,1/12/2022,789654,254,2.1
16478920,1/12/2022,654123,926,3.6
16478920,1/12/2022,123654,572,2.9
16478920,1/12/2022,456987,617,5.9
16478920,1/12/2022,547812,154,4.6
16478920,1/12/2022,982147,450,3.5
16478920,1/12/2022,854187,58,2.1
16478920,1/12/2022,683192,992,6.2
16478920,1/12/2022,885962,119,6.3
16478920,1/13/2022,125689,760,7.9
16478920,1/13/2022,127843,172,2.1
16478920,1/13/2022,123491,60,3.6
16478920,1/13/2022,125729,918,3.5
16478920,1/13/2022,127841,738,3.4
16478920,1/13/2022,126234,943,6
16478920,1/13/2022,164945,14,7.8
16478920,1/13/2022,134875,220,3.1
16478920,1/13/2022,147853,753,2.8
16478920,1/13/2022,141023,565,7.4
16478920,1/13/2022,245984,890,2.3
16478920,1/13/2022,345789,651,2.7
16478920,1/13/2022,476254,233,4.4
16478920,1/13/2022,741354,771,6.6
16478920,1/13/2022,632148,657,7.7
16478920,1/13/2022,258741,220,3.2
16478920,1/13/2022,963258,876,2.8
16478920,1/13/2022,789654,877,4.2
16478920,1/13/2022,654123,397,3
16478920,1/13/2022,123654,889,5.2
16478920,1/13/2022,456987,853,2.1
16478920,1/13/2022,547812,507,3.6
16478920,1/13/2022,982147,742,2.6
16478920,1/13/2022,854187,918,3.6
16478920,1/13/2022,683192,682,3.4
16478920,1/13/2022,885962,453,4.4
16478920,1/14/2022,125689,623,3.6
16478920,1/14/2022,127843,22,7.7
16478920,1/14/2022,123491,552,3
16478920,1/14/2022,125729,399,3.6
16478920,1/14/2022,127841,899,5.7
16478920,1/14/2022,126234,642,5.7
16478920,1/14/2022,164945,240,4.7
16478920,1/14/2022,134875,970,4.7
16478920,1/14/2022,147853,486,4.4
16478920,1/14/2022,141023,728,2.3
16478920,1/14/2022,245984,85,3
16478920,1/14/2022,345789,459,7.6
16478920,1/14/2022,476254,814,4.5
16478920,1/14/2022,741354,49,7.9
16478920,1/14/2022,632148,937,3.7
16478920,1/14/2022,258741,705,5.6
16478920,1/14/2022,963258,534,2.5
16478920,1/14/2022,789654,393,5.6
16478920,1/14/2022,654123,875,3
16478920,1/14/2022,123654,797,2.8
16478920,1/14/2022,456987,665,7.2
16478920,1/14/2022,547812,694,2.2
16478920,1/14/2022,982147,995,5.6
16478920,1/14/2022,854187,960,6.5
16478920,1/14/2022,683192,740,4
16478920,1/14/2022,885962,240,3.7
16478920,1/17/2022,125689,916,2.5
16478920,1/17/2022,127843,659,7.9
16478920,1/17/2022,123491,126,3.8
16478920,1/17/2022,125729,816,4.3
16478920,1/17/2022,127841,674,2.4
16478920,1/17/2022,126234,873,3.9
16478920,1/17/2022,164945,951,2.5
16478920,1/17/2022,134875,722,6.8
16478920,1/17/2022,147853,736,3
16478920,1/17/2022,141023,821,5.2
16478920,1/17/2022,245984,894,5.4
16478920,1/17/2022,345789,902,3.2
16478920,1/17/2022,476254,390,7.3
16478920,1/17/2022,741354,795,5.8
16478920,1/17/2022,632148,687,2.3
16478920,1/17/2022,258741,635,3.4
16478920,1/17/2022,963258,329,4.3
16478920,1/17/2022,789654,729,4.5
16478920,1/17/2022,654123,6,2.2
16478920,1/17/2022,123654,562,3.3
16478920,1/17/2022,456987,562,7
16478920,1/17/2022,547812,840,3.8
16478920,1/17/2022,982147,355,3.4
16478920,1/17/2022,854187,132,3.1
16478920,1/17/2022,683192,960,7.1
16478920,1/17/2022,885962,509,3.6
16478920,1/18/2022,125689,343,3.9
16478920,1/18/2022,127843,675,6
16478920,1/18/2022,123491,905,6.7
16478920,1/18/2022,125729,181,5.7
16478920,1/18/2022,127841,195,2.3
16478920,1/18/2022,126234,22,3.8
16478920,1/18/2022,164945,293,3.5
16478920,1/18/2022,134875,531,3.1
16478920,1/18/2022,147853,776,4.9
16478920,1/18/2022,141023,372,4
16478920,1/18/2022,245984,239,5.7
16478920,1/18/2022,345789,986,7.8
16478920,1/18/2022,476254,210,3.8
16478920,1/18/2022,741354,940,3.7
16478920,1/18/2022,632148,25,6.7
16478920,1/18/2022,258741,648,4.8
16478920,1/18/2022,963258,985,7.3
16478920,1/18/2022,789654,268,2.5
16478920,1/18/2022,654123,352,3.4
16478920,1/18/2022,123654,952,6.8
16478920,1/18/2022,456987,453,5.6
16478920,1/18/2022,547812,917,2.1
16478920,1/18/2022,982147,313,4.3
16478920,1/18/2022,854187,86,5.9
16478920,1/18/2022,683192,882,5.4
16478920,1/18/2022,885962,295,6.1
16478920,1/19/2022,125689,810,2.1
16478920,1/19/2022,127843,540,5
16478920,1/19/2022,123491,284,3.6
16478920,1/19/2022,125729,111,3.7
16478920,1/19/2022,127841,714,3
16478920,1/19/2022,126234,843,3.2
16478920,1/19/2022,164945,166,7.3
16478920,1/19/2022,134875,238,6
16478920,1/19/2022,147853,270,3.7
16478920,1/19/2022,141023,796,5.9
16478920,1/19/2022,245984,459,4.3
16478920,1/19/2022,345789,889,5.4
16478920,1/19/2022,476254,259,5.8
16478920,1/19/2022,741354,112,2
16478920,1/19/2022,632148,466,5.8
16478920,1/19/2022,258741,132,2.4
16478920,1/19/2022,963258,644,3.2
16478920,1/19/2022,789654,652,5.4
16478920,1/19/2022,654123,146,5.7
16478920,1/19/2022,123654,385,4.5
16478920,1/19/2022,456987,912,2.3
16478920,1/19/2022,547812,919,3.5
16478920,1/19/2022,982147,529,2.1
16478920,1/19/2022,854187,114,7.3
16478920,1/19/2022,683192,478,3.3
16478920,1/19/2022,885962,80,3.3
16478920,1/20/2022,125689,107,3.2
16478920,1/20/2022,127843,675,4.4
16478920,1/20/2022,123491,17,4.8
16478920,1/20/2022,125729,260,2.9
16478920,1/20/2022,127841,691,4.4
16478920,1/20/2022,126234,202,4.3
16478920,1/20/2022,164945,931,2.4
16478920,1/20/2022,134875,186,6.2
16478920,1/20/2022,147853,616,6.5
16478920,1/20/2022,141023,686,3.2
16478920,1/20/2022,245984,730,5.2
16478920,1/20/2022,345789,281,5.4
16478920,1/20/2022,476254,678,6.4
16478920,1/20/2022,741354,355,3
16478920,1/20/2022,632148,149,4.7
16478920,1/20/2022,258741,892,2.4
16478920,1/20/2022,963258,570,6.5
16478920,1/20/2022,789654,175,2.2
16478920,1/20/2022,654123,822,3.5
16478920,1/20/2022,123654,705,2.6
16478920,1/20/2022,456987,575,3.2
16478920,1/20/2022,547812,713,2.9
16478920,1/20/2022,982147,221,4.5
16478920,1/20/2022,854187,83,2.7
16478920,1/20/2022,683192,946,2.1
16478920,1/20/2022,885962,473,4.2
16478920,1/21/2022,125689,901,6.8
16478920,1/21/2022,127843,366,3.7
16478920,1/21/2022,123491,251,2.6
16478920,1/21/2022,125729,573,3.9
16478920,1/21/2022,127841,623,3.9
16478920,1/21/2022,126234,124,6
16478920,1/21/2022,164945,959,3
16478920,1/21/2022,134875,640,7.1
16478920,1/21/2022,147853,405,7.7
16478920,1/21/2022,141023,913,3.1
16478920,1/21/2022,245984,843,5.2
16478920,1/21/2022,345789,744,7.1
16478920,1/21/2022,476254,659,7.4
16478920,1/21/2022,741354,713,4.2
16478920,1/21/2022,632148,996,6.5
16478920,1/21/2022,258741,930,5.6
16478920,1/21/2022,963258,372,5.1
16478920,1/21/2022,789654,195,6.4
16478920,1/21/2022,654123,949,5.9
16478920,1/21/2022,123654,610,4.3
16478920,1/21/2022,456987,822,6
16478920,1/21/2022,547812,540,5.7
16478920,1/21/2022,982147,528,2.3
16478920,1/21/2022,854187,832,5.1
16478920,1/21/2022,683192,488,6.9
16478920,1/21/2022,885962,522,7.7
16478920,1/24/2022,125689,855,7.8
16478920,1/24/2022,127843,121,4.2
16478920,1/24/2022,123491,875,3.8
16478920,1/24/2022,125729,534,2.6
16478920,1/24/2022,127841,947,3.3
16478920,1/24/2022,126234,144,2.4
16478920,1/24/2022,164945,387,2.5
16478920,1/24/2022,134875,293,7.9
16478920,1/24/2022,147853,642,4.3
16478920,1/24/2022,141023,482,7.8
16478920,1/24/2022,245984,938,7.6
16478920,1/24/2022,345789,595,3.4
16478920,1/24/2022,476254,107,2
16478920,1/24/2022,741354,507,6.2
16478920,1/24/2022,632148,437,5.9
16478920,1/24/2022,258741,485,7.8
16478920,1/24/2022,963258,278,7.2
16478920,1/24/2022,789654,845,3.7
16478920,1/24/2022,654123,553,2.2
16478920,1/24/2022,123654,287,3
16478920,1/24/2022,456987,155,3.9
16478920,1/24/2022,547812,338,6.6
16478920,1/24/2022,982147,557,7.3
16478920,1/24/2022,854187,225,7
16478920,1/24/2022,683192,740,3.3
16478920,1/24/2022,885962,443,2.6
16478920,1/25/2022,125689,77,6.2
16478920,1/25/2022,127843,222,4.5
16478920,1/25/2022,123491,430,5.7
16478920,1/25/2022,125729,55,7.6
16478920,1/25/2022,127841,374,5.6
16478920,1/25/2022,126234,678,3.7
16478920,1/25/2022,164945,828,7.6
16478920,1/25/2022,134875,575,3.9
16478920,1/25/2022,147853,926,7.8
16478920,1/25/2022,141023,542,2.5
16478920,1/25/2022,245984,417,5.5
16478920,1/25/2022,345789,112,3.2
16478920,1/25/2022,476254,453,6
16478920,1/25/2022,741354,422,6.7
16478920,1/25/2022,632148,867,2.3
16478920,1/25/2022,258741,683,3.2
16478920,1/25/2022,963258,63,4.8
16478920,1/25/2022,789654,866,5.1
16478920,1/25/2022,654123,844,2.1
16478920,1/25/2022,123654,447,3
16478920,1/25/2022,456987,923,4.9
16478920,1/25/2022,547812,919,3.8
16478920,1/25/2022,982147,509,2
16478920,1/25/2022,854187,455,7.1
16478920,1/25/2022,683192,236,7.3
16478920,1/25/2022,885962,410,3.5
16478920,1/26/2022,125689,159,3.9
16478920,1/26/2022,127843,971,5.9
16478920,1/26/2022,123491,876,2.8
16478920,1/26/2022,125729,551,3.5
16478920,1/26/2022,127841,367,6.6
16478920,1/26/2022,126234,99,2.6
16478920,1/26/2022,164945,657,4.7
16478920,1/26/2022,134875,409,2.1
16478920,1/26/2022,147853,369,4.8
16478920,1/26/2022,141023,102,2.8
16478920,1/26/2022,245984,515,7.6
16478920,1/26/2022,345789,256,6.6
16478920,1/26/2022,476254,685,5.5
16478920,1/26/2022,741354,146,3.2
16478920,1/26/2022,632148,696,5.8
16478920,1/26/2022,258741,538,7.3
16478920,1/26/2022,963258,102,5.4
16478920,1/26/2022,789654,167,5.3
16478920,1/26/2022,654123,322,7.8
16478920,1/26/2022,123654,773,2.2
16478920,1/26/2022,456987,465,7.2
16478920,1/26/2022,547812,204,7.8
16478920,1/26/2022,982147,185,5.6
16478920,1/26/2022,854187,743,4.4
16478920,1/26/2022,683192,152,4.1
16478920,1/26/2022,885962,939,4.6
16478920,1/27/2022,125689,116,2.5
16478920,1/27/2022,127843,727,2.1
16478920,1/27/2022,123491,523,5
16478920,1/27/2022,125729,406,6.9
16478920,1/27/2022,127841,909,3.1
16478920,1/27/2022,126234,560,2.7
16478920,1/27/2022,164945,854,7.5
16478920,1/27/2022,134875,840,2.1
16478920,1/27/2022,147853,596,7.5
16478920,1/27/2022,141023,514,4.8
16478920,1/27/2022,245984,311,2.9
16478920,1/27/2022,345789,183,4.8
16478920,1/27/2022,476254,139,3.8
16478920,1/27/2022,741354,232,7.4
16478920,1/27/2022,632148,343,4.9
16478920,1/27/2022,258741,252,3.3
16478920,1/27/2022,963258,551,2
16478920,1/27/2022,789654,523,4.9
16478920,1/27/2022,654123,310,4.4
16478920,1/27/2022,123654,621,3.7
16478920,1/27/2022,456987,215,5.7
16478920,1/27/2022,547812,496,4.2
16478920,1/27/2022,982147,538,7.2
16478920,1/27/2022,854187,783,7.7
16478920,1/27/2022,683192,808,3.4
16478920,1/27/2022,885962,826,3.9
16478920,1/28/2022,125689,433,3.4
16478920,1/28/2022,127843,439,6.6
16478920,1/28/2022,123491,869,3.6
16478920,1/28/2022,125729,9,4.2
16478920,1/28/2022,127841,832,7.2
16478920,1/28/2022,126234,418,6.1
16478920,1/28/2022,164945,424,6.3
16478920,1/28/2022,134875,574,3.2
16478920,1/28/2022,147853,204,3.7
16478920,1/28/2022,141023,341,7.9
16478920,1/28/2022,245984,584,5.8
16478920,1/28/2022,345789,916,6.2
16478920,1/28/2022,476254,743,6.9
16478920,1/28/2022,741354,332,7.4
16478920,1/28/2022,632148,865,6.3
16478920,1/28/2022,258741,680,3.5
16478920,1/28/2022,963258,593,2.1
16478920,1/28/2022,789654,351,4.5
16478920,1/28/2022,654123,138,2.1
16478920,1/28/2022,123654,231,3.5
16478920,1/28/2022,456987,465,3
16478920,1/28/2022,547812,415,3.8
16478920,1/28/2022,982147,513,7
16478920,1/28/2022,854187,598,7.9
16478920,1/28/2022,683192,300,3.2
16478920,1/28/2022,885962,857,7.1
16478920,1/31/2022,125689,148,7.7
16478920,1/31/2022,127843,362,4.8
16478920,1/31/2022,123491,95,2.6
16478920,1/31/2022,125729,864,7.5
16478920,1/31/2022,127841,103,2.4
16478920,1/31/2022,126234,506,6.2
16478920,1/31/2022,164945,30,2.8
16478920,1/31/2022,134875,767,3.6
16478920,1/31/2022,147853,415,5.6
16478920,1/31/2022,141023,499,3.9
16478920,1/31/2022,245984,310,3.6
16478920,1/31/2022,345789,184,2.9
16478920,1/31/2022,476254,602,3
16478920,1/31/2022,741354,506,6.1
16478920,1/31/2022,632148,709,4.4
16478920,1/31/2022,258741,488,3.6
16478920,1/31/2022,963258,905,3.7
16478920,1/31/2022,789654,809,2.8
16478920,1/31/2022,654123,204,4.2
16478920,1/31/2022,123654,19,3.5
16478920,1/31/2022,456987,483,5.5
16478920,1/31/2022,547812,188,4.1
16478920,1/31/2022,982147,658,2
16478920,1/31/2022,854187,59,3.5
16478920,1/31/2022,683192,939,3.9
16478920,1/31/2022,885962,37,6.5
16478920,2/1/2022,125689,546,2.4
16478920,2/1/2022,127843,719,2.6
16478920,2/1/2022,123491,319,7.4
16478920,2/1/2022,125729,366,5.5
16478920,2/1/2022,127841,636,2.1
16478920,2/1/2022,126234,307,2.1
16478920,2/1/2022,164945,402,5
16478920,2/1/2022,134875,864,3.2
16478920,2/1/2022,147853,146,3.6
16478920,2/1/2022,141023,304,7.9
16478920,2/1/2022,245984,404,7.6
16478920,2/1/2022,345789,563,2
16478920,2/1/2022,476254,487,3.8
16478920,2/1/2022,741354,190,3.6
16478920,2/1/2022,632148,687,2.5
16478920,2/1/2022,258741,340,2.2
16478920,2/1/2022,963258,923,3
16478920,2/1/2022,789654,50,3.1
16478920,2/1/2022,654123,892,5
16478920,2/1/2022,123654,883,7.8
16478920,2/1/2022,456987,717,2.5
16478920,2/1/2022,547812,358,4.2
16478920,2/1/2022,982147,17,6.6
16478920,2/1/2022,854187,355,3.3
16478920,2/1/2022,683192,272,3.1
16478920,2/1/2022,885962,988,3.2
16478920,2/2/2022,125689,765,5.8
16478920,2/2/2022,127843,536,2.8
16478920,2/2/2022,123491,270,3.6
16478920,2/2/2022,125729,67,2.3
16478920,2/2/2022,127841,155,2.8
16478920,2/2/2022,126234,825,5
16478920,2/2/2022,164945,158,7.6
16478920,2/2/2022,134875,351,2.5
16478920,2/2/2022,147853,163,6.3
16478920,2/2/2022,141023,861,7
16478920,2/2/2022,245984,502,3.3
16478920,2/2/2022,345789,963,7.9
16478920,2/2/2022,476254,764,4.1
16478920,2/2/2022,741354,970,6
16478920,2/2/2022,632148,612,2.9
16478920,2/2/2022,258741,792,3
16478920,2/2/2022,963258,570,3.1
16478920,2/2/2022,789654,551,5.8
16478920,2/2/2022,654123,964,3.8
16478920,2/2/2022,123654,522,7.2
16478920,2/2/2022,456987,65,3
16478920,2/2/2022,547812,645,7.7
16478920,2/2/2022,982147,163,3.5
16478920,2/2/2022,854187,694,5.3
16478920,2/2/2022,683192,623,2.6
16478920,2/2/2022,885962,302,6.5
16478920,2/3/2022,125689,944,7.2
16478920,2/3/2022,127843,484,2.2
16478920,2/3/2022,123491,489,3.2
16478920,2/3/2022,125729,718,7.2
16478920,2/3/2022,127841,516,3.9
16478920,2/3/2022,126234,620,6.2
16478920,2/3/2022,164945,831,2.8
16478920,2/3/2022,134875,942,4.3
16478920,2/3/2022,147853,62,3.6
16478920,2/3/2022,141023,99,3.3
16478920,2/3/2022,245984,202,3.8
16478920,2/3/2022,345789,918,3.7
16478920,2/3/2022,476254,455,3.4
16478920,2/3/2022,741354,933,7.3
16478920,2/3/2022,632148,867,2.4
16478920,2/3/2022,258741,221,2.1
16478920,2/3/2022,963258,518,5.5
16478920,2/3/2022,789654,135,2.5
16478920,2/3/2022,654123,701,2.7
16478920,2/3/2022,123654,597,5.9
16478920,2/3/2022,456987,715,7.9
16478920,2/3/2022,547812,882,3.2
16478920,2/3/2022,982147,518,4.6
16478920,2/3/2022,854187,85,5.3
16478920,2/3/2022,683192,605,3.4
16478920,2/3/2022,885962,667,2.6
16478920,2/4/2022,125689,824,2.6
16478920,2/4/2022,127843,47,2.2
16478920,2/4/2022,123491,478,3.9
16478920,2/4/2022,125729,537,5.8
16478920,2/4/2022,127841,999,2
16478920,2/4/2022,126234,551,5.4
16478920,2/4/2022,164945,857,4.3
16478920,2/4/2022,134875,333,6.7
16478920,2/4/2022,147853,7,2.1
16478920,2/4/2022,141023,50,3.1
16478920,2/4/2022,245984,12,4
16478920,2/4/2022,345789,959,6.9
16478920,2/4/2022,476254,723,3.6
16478920,2/4/2022,741354,351,5.6
16478920,2/4/2022,632148,606,4.1
16478920,2/4/2022,258741,527,6.5
16478920,2/4/2022,963258,649,5.1
16478920,2/4/2022,789654,428,2.3
16478920,2/4/2022,654123,749,3.1
16478920,2/4/2022,123654,459,6.1
16478920,2/4/2022,456987,774,4.1
16478920,2/4/2022,547812,850,7.2
16478920,2/4/2022,982147,912,3.4
16478920,2/4/2022,854187,295,6
16478920,2/4/2022,683192,617,2.5
16478920,2/4/2022,885962,759,7.2
16478920,2/7/2022,125689,410,7.8
16478920,2/7/2022,127843,518,6.3
16478920,2/7/2022,123491,261,7.1
16478920,2/7/2022,125729,637,6.1
16478920,2/7/2022,127841,449,6
16478920,2/7/2022,126234,246,6.1
16478920,2/7/2022,164945,249,4.4
16478920,2/7/2022,134875,51,7
16478920,2/7/2022,147853,495,7
16478920,2/7/2022,141023,349,4.8
16478920,2/7/2022,245984,745,5.4
16478920,2/7/2022,345789,373,3.4
16478920,2/7/2022,476254,130,2.6
16478920,2/7/2022,741354,192,4.2
16478920,2/7/2022,632148,78,4.3
16478920,2/7/2022,258741,147,3.3
16478920,2/7/2022,963258,790,5.8
16478920,2/7/2022,789654,348,5.9
16478920,2/7/2022,654123,11,2.9
16478920,2/7/2022,123654,778,4.8
16478920,2/7/2022,456987,258,3.3
16478920,2/7/2022,547812,11,2.4
16478920,2/7/2022,982147,236,2.8
16478920,2/7/2022,854187,525,6.6
16478920,2/7/2022,683192,772,7.9
16478920,2/7/2022,885962,988,6
16478920,2/8/2022,125689,179,6.2
16478920,2/8/2022,127843,414,6.5
16478920,2/8/2022,123491,917,2.7
16478920,2/8/2022,125729,94,2.3
16478920,2/8/2022,127841,507,3.9
16478920,2/8/2022,126234,596,3.5
16478920,2/8/2022,164945,856,2.8
16478920,2/8/2022,134875,685,2.2
16478920,2/8/2022,147853,648,5.9
16478920,2/8/2022,141023,516,6.5
16478920,2/8/2022,245984,546,6.5
16478920,2/8/2022,345789,482,4.8
16478920,2/8/2022,476254,567,3.9
16478920,2/8/2022,741354,805,3.5
16478920,2/8/2022,632148,199,2.7
16478920,2/8/2022,258741,24,3.4
16478920,2/8/2022,963258,235,2
16478920,2/8/2022,789654,86,7.4
16478920,2/8/2022,654123,384,2.6
16478920,2/8/2022,123654,630,5.7
16478920,2/8/2022,456987,526,7.8
16478920,2/8/2022,547812,68,2.2
16478920,2/8/2022,982147,48,6.5
16478920,2/8/2022,854187,369,5.2
16478920,2/8/2022,683192,910,7.8
16478920,2/8/2022,885962,908,3.2
16478920,2/9/2022,125689,249,4.9
